Scientific name,Extinction date 
Hemitriccus granadensis,2019
Ochthoeca cinnamomeiventris,2019
Pseudotriccus ruficeps,2019
Silvicultrix diadema,2019
Zosterops abyssinicus,2019
Zosterops luteus,2019
Pogoniulus subsulphureus,2019
Dryobates cathpharius,2019
Dryobates nuttallii,2019
Picus viridanus,2019
Pteroglossus erythropygius,2019
Poliocephalus rufopectus,2019
Pterodroma cookii,2019
Cacatua sanguinea,2019
Loriculus stigmatus,2019
Pterocles personatus,2019
Asio abyssinicus,2019
Bubo cinerascens,2019
Morus serrator,2019
Sula variegata,2019
Aviceda jerdoni,2019
Elanus scriptus,2019
Anas gibberifrons,2019
Asarcornis scutulata,2019
Merganetta armata,2019
Nettapus pulchellus,2019
Tockus leucomelas,2019
Amazilia rutila,2019
Chaetocercus mulsant,2019
Eriocnemis aline,2019
Juliamyia julie,2019
Vanellus cinereus,2019
Glareola nordmanni,2019
Creagrus furcatus,2019
Columba punicea,2019
Columbina cruziana,2019
Geophaps plumifera,2019
Todiramphus recurvirostris,2019
Momotus lessonii,2019
Morococcyx erythropygus,2019
Colinus leucopogon,2019
Porphyrio alleni,2019
Corythaixoides personatus,2019
Criniferoides leucogaster,2019
Edolisoma coerulescens,2019
Cisticola tinniens,2019
Phragmacia substriata,2019
Cyanocorax sanblasianus,2019
Dicrurus bracteatus,2019
Emblema pictum,2019
Poephila personata,2019
Euphonia affinis,2019
Linurgus olivaceus,2019
Xiphorhynchus triangularis,2019
Grallaria guatimalensis,2019
Grallaria ruficapilla,2019
Grallaria squamigera,2019
Grallaricula nana,2019
Ptyonoprogne fuligula,2019
Terpsiphone atrochalybeia,2019
Hemimacronyx chloris,2019
Cinclidium frontale,2019
Niltava grandis,2019
Cinnyris chloropygius,2019
Kenopia striata,2019
Malacopteron affine,2019
Trichastoma rostratum,2019
Phylloscopus fuscatus,2019
Phylloscopus inornatus,2019
Phylloscopus reguloides,2019
Pitta iris,2019
Prunella himalayana,2019
Alcurus striatus,2019
Ixidia cyaniventris,2019
Sitta cinnamoventris,2019
Ampeliceps coronatus,2019
Conostoma aemodium,2019
Psittiparus ruficeps,2019
Catamblyrhynchus diadema,2019
Conirostrum albifrons,2019
Iridosornis rufivertex,2019
Kleinothraupis atropileus,2019
Sporophila peruviana,2019
Cyanoderma erythropterum,2019
Pomatorhinus superciliaris,2019
Campylorhynchus capistratus,2019
Geokichla wardii,2019
Zoothera mollissima,2019
Cyclarhis nigrirostris,2019
Pteruthius rufiventer,2019
Indicator xanthonotus,2019
Psilopogon franklinii,2019
Pteroglossus sturmii,2019
Amazona auropalliata,2019
Crypturellus cinnamomeus,2019
Pharomachrus auriceps,2019
Trogon personatus,2019
Accipiter hiogaster,2019
Hamirostra melanosternon,2019
Hieraaetus morphnoides,2019
Icthyophaga humilis,2019
Heteronetta atricapilla,2019
Stictonetta naevosa,2019
Heliangelus clarisse,2019
Peltohyas australis,2019
Chionis minor,2019
Larus fuliginosus,2019
Pedionomus torquatus,2019
Himantopus novaezelandiae,2019
Numenius minutus,2019
Turnix pyrrhothorax,2019
Turnix velox,2019
Chrysoena luteovirens,2019
Petrophassa albipennis,2019
Phaps histrionica,2019
Zenaida galapagoensis,2019
Pelargopsis amauroptera,2019
Todiramphus pyrrhopygius,2019
Falco hypoleucos,2019
Coturnicops notatus,2019
Fulica gigantea,2019
Laterallus spilonota,2019
Acanthiza inornata,2019
Aphelocephala leucopsis,2019
Calamanthus campestris,2019
Pyrrholaemus brunneus,2019
Artamus personatus,2019
Cracticus argenteus,2019
Climacteris erythrops,2019
Climacteris rufus,2019
Gymnorhinus cyanocephalus,2019
Dasyornis longirostris,2019
Emberiza bruniceps,2019
Heteromunia pectoralis,2019
Neochmia phaeton,2019
Nigrita canicapillus,2019
Fringilla teydea,2019
Cheramoeca leucosterna,2019
Chaetornis striata,2019
Cissomela pectoralis,2019
Entomyzon albipennis,2019
Epthianura tricolor,2019
Gymnomyza samoensis,2019
Lichenostomus cratitius,2019
Philemon subcorniculatus,2019
Ptilotula plumula,2019
Purnella albifrons,2019
Metabolus rugensis,2019
Phoenicurus erythronotus,2019
Pachycephala inornata,2019
Pachycephala rufogularis,2019
Basileuterus belli,2019
Cardellina rubrifrons,2019
Manacus candei,2019
Hypsipetes affinis,2019
Pycnonotus luteolus,2019
Rhipidura isura,2019
Empidonax fulvifrons,2019
Gymnobucco calvus,2019
Veniliornis callonotus,2019
Aulacorhynchus atrogularis,2019
Aulacorhynchus wagleri,2019
Thalassarche cauta,2019
Garrodia nereis,2019
Cacatua pastinator,2019
Cyclopsitta diophthalma,2019
Eos reticulata,2019
Geoffroyus heteroclitus,2019
Neophema petrophila,2019
Neophema splendida,2019
Neopsephotus bourkii,2019
Pionus chalcopterus,2019
Megadyptes antipodes,2019
Pygoscelis adeliae,2019
Otus magicus,2019
Aerodramus brevirostris,2019
Aerodramus unicolor,2019
Caprimulgus madagascariensis,2019
Caprimulgus poliocephalus,2019
Caprimulgus tristigma,2019
Macropsalis forcipata,2019
Adelomyia melanogenys,2019
Campylopterus rufus,2019
Chaetocercus heliodor,2019
Chlorostilbon gibsoni,2019
Coeligena bonapartei,2019
Coeligena torquata,2019
Eriocnemis cupreoventris,2019
Heliangelus exortis,2019
Lafresnaya lafresnayi,2019
Oxypogon guerinii,2019
Anous ceruleus,2019
Larus brunnicephalus,2019
Larus glaucescens,2019
Larus michahellis,2019
Turnix castanotus,2019
Ducula cuprea,2019
Metriopelia aymara,2019
Ptilinopus dupetithouarsii,2019
Treron affinis,2019
Treron bicinctus,2019
Treron chloropterus,2019
Ceyx cyanopectus,2019
Tanysiptera nympha,2019
Aspatha gularis,2019
Caliechthrus leucolophus,2019
Phaenicophaeus viridirostris,2019
Leipoa ocellata,2019
Tribonyx mortierii,2019
Mirafra assamica,2019
Callaeas cinereus,1967
Smithornis capensis,2019
Pericrocotus erythropygius,2019
Passerina leclancherii,2019
Cinclosoma castanotum,2019
Cisticola lugubris,2019
Prinia flaviventris,2019
Prinia rufifrons,2019
Prinia sylvatica,2019
Dendrocitta frontalis,2019
Cotinga nattererii,2019
Pipreola riefferii,2019
Dicaeum concolor,2019
Lagonosticta larvata,2019
Poephila acuticauda,2019
Crithagra citrinelloides,2019
Crithagra striolata,2019
Crithagra tristriata,2019
Crithagra xanthopygia,2019
Serinus nigriceps,2019
Anabacerthia striaticollis,2019
Pseudocolaptes boissonneauii,2019
Xiphocolaptes promeropirhynchus,2019
Macroagelaius subalaris,2019
Garrulax gularis,2019
Heterophasia gracilis,2019
Turdoides leucopygia,2019
Bradypterus cinnamomeus,2019
Locustella lanceolata,2019
Amytornis striatus,2019
Manorina flavigula,2019
Myzomela erythrocephala,2019
Philemon argenticeps,2019
Ptilotula flavescens,2019
Anthus cinnamomeus,2019
Anthus similis,2019
Macronyx flavicollis,2019
Cossypha natalensis,2019
Cossypha semirufa,2019
Cyornis pallidipes,2019
Eumyias albicaudatus,2019
Ficedula superciliaris,2019
Melaenornis chocolatinus,2019
Melaenornis semipartitus,2019
Cyanomitra olivacea,2019
Pachycephala lanioides,2019
Melaniparus leucomelas,2019
Myioborus ornatus,2019
Myiothlypis nigrocristata,2019
Arremon assimilis,2019
Atlapetes albofrenatus,2019
Atlapetes pallidinucha,2019
Atlapetes schistaceus,2019
Atlapetes semirufus,2019
Chlorospingus flavopectus,2019
Zonotrichia querula,2019
Passer swainsonii,2019
Drymodes brunneopygia,2019
Petroica rosea,2019
Phylloscopus umbrovirens,2019
Ploceus castaneofuscus,2019
Ploceus galbula,2019
Ploceus rubiginosus,2019
Ixos mcclellandii,2019
Myornis senilis,2019
Scytalopus griseicollis,2019
Rhipidura albiscapa,2019
Tesia olivea,2019
Sylvia abyssinica,2019
Sylvia lugens,2019
Chlorornis riefferii,2019
Cnemathraupis eximia,2019
Cnemoscopus rubrirostris,2019
Conirostrum sitticolor,2019
Diglossa cyanea,2019
Diglossa humeralis,2019
Diglossa lafresnayii,2019
Dubusia taeniata,2019
Pseudospingus verticalis,2019
Tangara labradorides,2019
Tangara vassorii,2019
Thlypopsis superciliaris,2019
Cinnycerthia unirufa,2019
Catharus ustulatus,2019
Myadestes ralloides,2019
Psophocichla simensis,2019
Turdus albocinctus,2019
Turdus rufopalliatus,2019
Myiopagis gaimardii,2019
Myiotheretes fumigatus,2019
Zimmerius bolivianus,2019
Colaptes rivolii,2019
Colaptes rupicola,2019
Gecinulus grantia,2019
Leuconotopicus fumigatus,2019
Melanerpes cactorum,2019
Picumnus albosquamatus,2019
Veniliornis nigriceps,2019
Aulacorhynchus albivitta,2019
Aulacorhynchus coeruleicinctis,2019
Fulmarus glacialoides,2019
Pterodroma macroptera,2019
Anas luzonica,2019
Anas undulata,2019
Chaetura spinicaudus,2019
Chaetura vauxi,2019
Abeillia abeillei,2019
Atthis heloisa,2019
Calypte costae,2019
Chaetocercus jourdanii,2019
Chalcostigma heteropogon,2019
Colibri delphinae,2019
Doricha eliza,2019
Ensifera ensifera,2019
Lophornis delattrei,2019
Metallura phoebe,2019
Phaethornis pretrei,2019
Pterophanes cyanopterus,2019
Ramphomicron microrhynchum,2019
Microparra capensis,2019
Larus genei,2019
Larus occidentalis,2019
Gallinago macrodactyla,2019
Gallinago nigripennis,2019
Coracias affinis,2019
Hylomanes momotula,2019
Coccyzus merlini,2019
Lepidogrammus cumingi,2019
Surniculus dicruroides,2019
Falco eleonorae,2019
Sarothrura elegans,2019
Tauraco macrorhynchus,2019
Ammomanes cinctura,2019
Calendulauda albescens,2019
Eremopterix nigriceps,2019
Coracina maxima,2019
Lalage melanoptera,2019
Piranga leucoptera,2019
Eremomela icteropygialis,2019
Aphelocoma californica,2019
Xipholena lamellipennis,2019
Serilophus rubropygius,2019
Hesperiphona abeillei,2019
Spinus yarrellii,2019
Lepidocolaptes affinis,2019
Limnoctites rectirostris,2019
Limnornis curvirostris,2019
Ochetorhynchus phoenicurus,2019
Pseudasthenes patagonica,2019
Icterus abeillei,2019
Icterus graduacauda,2019
Ptiloxena atroviolacea,2019
Argya subrufa,2019
Garrulax delesserti,2019
Heterophasia picaoides,2019
Montecincla cachinnans,2019
Sylvietta brachyura,2019
Melithreptus affinis,2019
Terpsiphone atrocaudata,2019
Agricola infuscatus,2019
Ficedula nigrorufa,2019
Trichixos pyrropygus,2019
Arachnothera flavigaster,2019
Arachnothera modesta,2019
Notiomystis cincta,2019
Geothlypis tolmiei,2019
Arremon brunneinucha,2019
Melozone crissalis,2019
Pipilo chlorurus,2019
Rhynchospiza strigiceps,2019
Malacopteron cinereum,2019
Malacopteron magnum,2019
Pellorneum nigrocapitatum,2019
Trichastoma bicolor,2019
Ploceus ocularis,2019
Ploceus subaureus,2019
Acritillas indica,2019
Brachypodius priocephalus,2019
Microtarsus melanoleucos,2019
Pycnonotus simplex,2019
Setornis criniger,2019
Sitta pygmaea,2019
Mino anais,2019
Anisognathus lunulatus,2019
Melanodera xanthogramma,2019
Orchesticus abeillei,2019
Phrygilus patagonicus,2019
Sporophila cinnamomea,2019
Rhopocichla atriceps,2019
Pachyramphus aglaiae,2019
Turdus simillimus,2019
Agriornis micropterus,2019
Colorhamphus parvirostris,2019
Contopus caribaeus,2019
Tyrannus caudifasciatus,2019
Tephrodornis sylvicola,2019
Psilopogon rafflesii,2019
Meiglyptes tukki,2019
Melanerpes chrysogenys,2019
Andigena nigrirostris,2019
Puffinus lherminieri,2019
Psilopsiagon aymara,2019
Glaucidium siju,2019
Strix ocellata,2019
Tyto longimembris,2019
Aviceda subcristata,2019
Buteo swainsoni,2019
Lophoictinia isura,2019
Anas castanea,2019
Anas sparsa,2019
Aythya affinis,2019
Aythya americana,2019
Aythya australis,2019
Chloephaga melanoptera,2019
Dendrocygna eytoni,2019
Oxyura ferruginea,2019
Oxyura maccoa,2019
Spatula hottentota,2019
Thalassornis leuconotus,2019
Caprimulgus vexillarius,2019
Eleothreptus anomalus,2019
Lyncornis temminckii,2019
Aglaeactis pamela,2019
Augastes lumachella,2019
Chlorostilbon lucidus,2019
Coeligena helianthea,2019
Eriocnemis glaucopoides,2019
Eriocnemis vestita,2019
Heliangelus amethysticollis,2019
Lamprolaima rhami,2019
Myrtis fanny,2019
Oreotrochilus adela,2019
Oreotrochilus estella,2019
Erythrogonys cinctus,2019
Rynchops albicollis,2019
Sterna trudeaui,2019
Rostratula australis,2019
Streptopelia decaocto,2019
Geobiastes squamiger,2019
Momotus bahamensis,2019
Todus mexicanus,2019
Odontophorus guttatus,2019
Crossoptilon crossoptilon,2019
Pternistis adspersus,2019
Pardirallus sanguinolentus,2019
Mesitornis variegatus,2019
Acanthiza lineata,2019
Acanthiza uropygialis,2019
Gerygone fusca,2019
Gerygone olivacea,2019
Sericornis citreogularis,2019
Sericornis humilis,2019
Sericornis magnirostra,2019
Smicrornis brevirostris,2019
Acrocephalus australis,2019
Lalage leucopyga,2019
Cardinalis phoeniceus,2019
Cardinalis sinuatus,2019
Passerina versicolor,2019
Certhia americana,2019
Cyanolyca viridicyanus,2019
Falcunculus leucogaster,2019
Callacanthis burtoni,2019
Euphonia elegantissima,2019
Euphonia hirundinacea,2019
Rhodopechys sanguineus,2019
Serinus canicollis,2019
Anabacerthia ruficaudata,2019
Cinclodes nigrofumosus,2019
Margarornis squamiger,2019
Ochetorhynchus andaecola,2019
Phacellodomus striaticeps,2019
Phacellodomus striaticollis,2019
Pseudoseisura gutturalis,2019
Pseudoseisura unirufa,2019
Synallaxis candei,2019
Tarphonomus certhioides,2019
Thripophaga gutturata,2019
Stelgidopteryx serripennis,2019
Cacicus chrysonotus,2019
Cacicus latirostris,2019
Icterus parisorum,2019
Psarocolius atrovirens,2019
Psarocolius yuracares,2019
Quiscalus lugubris,2019
Garrulax ruficollis,2019
Acanthagenys rufogularis,2019
Anthochaera lunulata,2019
Epthianura aurifrons,2019
Grantiella picta,2019
Philemon buceroides,2019
Plectorhyncha lanceolata,2019
Ptilotula ornata,2019
Sugomel nigrum,2019
Toxostoma longirostre,2019
Cossypha niveicapilla,2019
Eumyias thalassinus,2019
Ficedula ruficauda,2019
Monticola brevipes,2019
Pardalotus quadragintus,2019
Pardalotus rubricatus,2019
Basileuterus auricapilla,2019
Basileuterus rufifrons,2019
Arremon flavirostris,2019
Atlapetes albinucha,2019
Oriturus superciliosus,2019
Gymnoris xanthocollis,2019
Passer iagoensis,2019
Eopsaltria griseogularis,2019
Petroica boodang,2019
Chiroxiphia linearis,2019
Lanioturdus torquatus,2019
Euplectes axillaris,2019
Malimbus rubricollis,2019
Psophodes cristatus,2019
Phainopepla nitens,2019
Elminia longicauda,2019
Lamprotornis chloropterus,2019
Conirostrum cinereum,2019
Diglossa carbonaria,2019
Diglossa sittoides,2019
Pipraeidea darwinii,2019
Ramphocelus icteronotus,2019
Ramphocelus melanogaster,2019
Tachyphonus phoenicius,2019
Tangara nigrocincta,2019
Schiffornis virescens,2019
Tityra braziliensis,2019
Campylorhynchus rufinucha,2019
Pheugopedius genibarbis,2019
Myadestes genibarbis,2019
Myadestes townsendi,2019
Turdus grayi,2019
Myiarchus magnirostris,2019
Pyrocephalus nanus,2019
Oriolia bernieri,2019
Pachysylvia decurtata,2019
Zosterops pallidus,2019
Bostrychia olivacea,2019
Platalea flavipes,2019
Platalea regia,2019
Brachygalba lugubris,2019
Picumnus rufiventris,2019
Puffinus assimilis,2019
Northiella haematogaster,2019
Psephotus haematonotus,2019
Ninox leucopsis,2019
Ninox strenua,2019
Euptilotis neoxenus,2019
Pharomachrus fulgidus,2019
Trogon massena,2019
Trogon melanurus,2019
Aviceda cuculoides,2019
Buteo galapagoensis,2019
Buteo ventralis,2019
Aeronautes andecolus,2019
Aeronautes montivagus,2019
Setopagis parvula,2019
Batrachostomus stellatus,2019
Burhinus senegalensis,2019
Charadrius montanus,2019
Cursorius rufus,2019
Gelochelidon macrotarsa,2019
Turnix melanogaster,2019
Columba albitorques,2019
Streptopelia lugens,2019
Streptopelia semitorquata,2019
Merops viridissimus,2019
Eumomota superciliosa,2019
Todus multicolor,2019
Centropus monachus,2019
Cuculus micropterus,2019
Falco longipennis,2019
Falco ruficollis,2019
Phalcoboenus albogularis,2019
Cyrtonyx ocellatus,2019
Coturnix pectoralis,2019
Tribonyx ventralis,2019
Zapornia flavirostra,2019
Neotis ludwigii,2019
Hippolais olivetorum,2019
Psaltriparus minimus,2019
Artamus superciliosus,2019
Cracticus nigrogularis,2019
Strepera fuliginosa,2019
Calcarius ornatus,2019
Cyanoloxia glaucocaerulea,2019
Pheucticus aureoventris,2019
Conopophaga ardesiaca,2019
Struthidea cinerea,2019
Pica nutalli,2019
Ampelion rubrocristatus,2019
Pipreola chlorolepidota,2019
Dicrurus atripennis,2019
Lonchura castaneothorax,2019
Neochmia modesta,2019
Neochmia ruficauda,2019
Poephila cincta,2019
Pyrenestes sanguineus,2019
Pytilia phoenicoptera,2019
Spermestes cucullata,2019
Taeniopygia castanotis,2019
Formicarius analis,2019
Euphonia laniirostris,2019
Spinus atratus,2019
Cranioleuca albiceps,2019
Furnarius leucopus,2019
Geositta maritima,2019
Leptasthenura fuliginiceps,2019
Spartonoica maluroides,2019
Hirundo leucosoma,2019
Orochelidon andecola,2019
Progne modesta,2019
Hyliota flavigaster,2019
Agelaius tricolor,2019
Alcippe nipalensis,2019
Chrysominla strigula,2019
Cutia nipalensis,2019
Leiothrix argentauris,2019
Liocichla phoenicea,2019
Minla ignotincta,2019
Phyllanthus atripennis,2019
Siva cyanouroptera,2019
Malurus elegans,2019
Acanthorhynchus superciliosus,2019
Meliphaga lewinii,2019
Melithreptus gularis,2019
Melithreptus validirostris,2019
Philemon citreogularis,2019
Ptilotula fusca,2019
Ptilotula penicillata,2019
Mimus dorsalis,2019
Mimus melanotis,2019
Mimus parvulus,2019
Mimus patagonicus,2019
Mimus trifasciatus,2019
Oreoscoptes montanus,2019
Terpsiphone rufiventer,2019
Anthus furcatus,2019
Calliope pectoralis,2019
Ficedula strophiata,2019
Larvivora brunnea,2019
Melaenornis edolioides,2019
Monticola rufocinereus,2019
Monticola semirufus,2019
Myrmecocichla melaena,2019
Niltava sundara,2019
Oenanthe albifrons,2019
Pinarochroa sordida,2019
Aethopyga ignicauda,2019
Aethopyga nipalensis,2019
Arachnothera magna,2019
Oriolus brachyrynchus,2019
Melanochlora sultanea,2019
Poecile rufescens,2019
Myioborus brunniceps,2019
Myiothlypis bivittata,2019
Setophaga auduboni,2019
Setophaga nigrescens,2019
Setophaga occidentalis,2019
Setophaga townsendi,2019
Arremon semitorquatus,2019
Arremon torquatus,2019
Atlapetes fulviceps,2019
Atlapetes rufinucha,2019
Schoeniparus castaneceps,2019
Petroica phoenicea,2019
Phylloscopus plumbeitarsus,2019
Phylloscopus trochiloides,2019
Hydrornis nipalensis,2019
Ploceus brachypterus,2019
Pnoepyga albiventer,2019
Chlamydera maculata,2019
Atimastillas flavicollis,2019
Bleda syndactylus,2019
Criniger olivaceus,2019
Euptilotus eutilotus,2019
Phyllastrephus terrestris,2019
Pyrrhurus scandens,2019
Scytalopus fuscus,2019
Tesia cyaniventer,2019
Fulvetta vinipectus,2019
Suthora nipalensis,2019
Myrmotherula menetriesii,2019
Phlegopsis nigromaculata,2019
Anisognathus flavinucha,2019
Anisognathus igniventris,2019
Asemospiza obscura,2019
Buthraupis montana,2019
Catamenia analis,2019
Certhidea olivacea,2019
Chionodacryon speculiferum,2019
Corydospiza carbonaria,2019
Dacnis flaviventer,2019
Geospiza fortis,2019
Geospiza fuliginosa,2019
Geospiza magnirostris,2019
Geospiza parvula,2019
Geospiza psittacula,2019
Geospiza scandens,2019
Geospizopsis unicolor,2019
Islerothraupis luctuosa,2019
Lanio versicolor,2019
Lophospingus griseocristatus,2019
Microspingus melanoleucus,2019
Microspingus torquatus,2019
Paroaria capitata,2019
Phrygilus atriceps,2019
Platyspiza crassirostris,2019
Poospiza nigrorufa,2019
Poospizopsis hypocondria,2019
Pseudosaltator rufiventris,2019
Ramphocelus dimidiatus,2019
Saltator similis,2019
Sicalis lutea,2019
Sicalis luteocephala,2019
Sicalis olivascens,2019
Sicalis uropigyalis,2019
Sporathraupis cyanocephala,2019
Sporophila nigrorufa,2019
Tangara cyanicollis,2019
Thlypopsis ruficeps,2019
Thlypopsis sordida,2019
Xenospingus concolor,2019
Campylorhynchus fasciatus,2019
Campylorhynchus griseus,2019
Cantorchilus guarayanus,2019
Uropsila leucogastra,2019
Turdus chiguanco,2019
Turdus fuscater,2019
Agriornis montanus,2019
Agriornis murinus,2019
Anairetes reguloides,2019
Contopus fumigatus,2019
Elaenia albiceps,2019
Elaenia obscura,2019
Griseotyrannus aurantioatrocristatus,2019
Hemitriccus margaritaceiventer,2019
Knipolegus striaticeps,2019
Mecocerculus leucophrys,2019
Mionectes striaticollis,2019
Muscigralla brevicauda,2019
Muscisaxicola maculirostris,2019
Muscisaxicola rufivertex,2019
Myiarchus tuberculifer,2019
Myiornis ecaudatus,2019
Ochthoeca leucophrys,2019
Ochthoeca oenanthoides,2019
Ochthoeca rufipectoralis,2019
Pseudocolopteryx flaviventris,2019
